circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,GYMKHANA,GRC- HV GYMKHANA (GRP-M),DOMESTIC,1,9,9,3305,55
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,GYMKHANA,NETMETARS,DOMESTIC,1,153,153,47314,902.19
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,GYMKHANA,NETMETARS,NON-DOMESTIC AND COMMERCIAL,2,6,6,1835,36
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,GYMKHANA,NETMETARS,GENERAL PURPOSE,7,1,1,1014,14
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,0LD VASAVI (GRP-A),DOMESTIC,1,1,1,383,5.1
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,A.P.T.B COLONY (GRP-B),DOMESTIC,1,1,1,917,10
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,CT METERS KARKHANA (GRP-M),DOMESTIC,1,18,18,13201,468
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,CT METERS KARKHANA (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,4,4,2679,113
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,CT METERS KARKHANA (GRP-M),INDUSTRIAL,3,2,2,1246,100.13
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,CT METERS KARKHANA (GRP-M),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2,4738,110
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,CT METERS KARKHANA (GRP-M),TEMPORARY SUPPLY,8,1,1,0,30
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,GRC HV KARKHANA (GRP-M),DOMESTIC,1,88,88,31327,526.87
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,GRC HV KARKHANA (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,6,6,723,70.74
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,GRC HV KARKHANA (GRP-M),GENERAL PURPOSE,7,1,1,497,6
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,GRC-II (GRP-M),DOMESTIC,1,92,92,27524,505.74
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,GRC-II (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,6,6,1009,58
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,GRUHA LAXMI COLONY (GRP-A),DOMESTIC,1,1,1,273,14
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,GUNROCK-II (GRP-B),DOMESTIC,1,1,1,492,5
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,ISHAQ COLONY (GRP-B),NON-DOMESTIC AND COMMERCIAL,2,1,1,152,5
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,LAXMINAGAR (GRP-A),DOMESTIC,1,1,1,439,5
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,PICKET-II (GRP-A),DOMESTIC,1,2,2,504,7
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,SHANTHI DEEP APPTS(GRP-B).,DOMESTIC,1,2,2,257,6
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,VASAVI-A (GRP-A),DOMESTIC,1,1,1,300,4
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,KARKHANA,VIKRAM PURI (GRP-B),DOMESTIC,1,6,6,1809,26
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,MARREDPALLY,CT METERS (GRP-M),DOMESTIC,1,26,26,17676,602
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,MARREDPALLY,CT METERS (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,9,9,8116,364
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,MARREDPALLY,CT METERS (GRP-M),GENERAL PURPOSE,7,5,5,5576,165
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,MARREDPALLY,GRC HV MAREDPALLY (GRP-M),DOMESTIC,1,1,1,316,3
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,MARREDPALLY,NET METERS,DOMESTIC,1,257,257,87563,1520.39
SECUNDERABAD,SECUNDERABAD,MAREDPALLY,MARREDPALLY,NET METERS,NON-DOMESTIC AND COMMERCIAL,2,9,9,3126,73
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,GOUTHAM NAGAR II GRC(GRP M),DOMESTIC,1,1,1,257,3
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,SANCHARPURI FEEDER GRC (GRP-M),DOMESTIC,1,43,43,12978,435.13
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,SANCHARPURI FEEDER GRC (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,3,3,521,47
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,SANCHARPURI FEEDER GRC (GRP-M),GENERAL PURPOSE,7,1,1,0,5
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BORE-ST-GRC(AGL) (GRP-M),DOMESTIC,1,57,57,20220,300.32
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BORE-ST-GRC(AGL) (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,2,2,402,11
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BORE-ST-GRC(AGL) (GRP-M),INDUSTRIAL,3,1,1,283,13.5
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,BORE-ST-GRC(AGL) (GRP-M),GENERAL PURPOSE,7,1,1,548,13
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,GRC (GRP-M),DOMESTIC,1,53,53,17239,282
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,GRC (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,5,5,1323,57
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,GRC (GRP-M),GENERAL PURPOSE,7,2,2,726,15
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,HOSTEL GOV (GRP-M),DOMESTIC,1,5,5,2361,106
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,HOSTEL GOV (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,2,2,1390,35
SECUNDERABAD,BOWENPALLY,BOWENPALLY,NEW BOWENPALLY,STREET LIGHTS (GRP-M),DOMESTIC,1,9,9,3066,55
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SOLAR NET METERS (GRP-M),DOMESTIC,1,231,231,81098,1353.54
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SOLAR NET METERS (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,22,22,14554,451
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SOLAR NET METERS (GRP-M),INDUSTRIAL,3,1,1,1343,55.5
SECUNDERABAD,BOWENPALLY,BOWENPALLY,OLD BOWENPALLY,SOLAR NET METERS (GRP-M),GENERAL PURPOSE,7,7,7,2336,43
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,BALANAGAR VILLAGE (GRP-B),DOMESTIC,1,4,4,742,23
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,BALANAGAR VILLAGE (GRP-B),NON-DOMESTIC AND COMMERCIAL,2,1,1,347,8
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GANDHI STATUE (GRP-B),DOMESTIC,1,1,1,147,10
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GANESH NAGAR (GRP-B),DOMESTIC,1,3,3,1056,13
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),DOMESTIC,1,1,1,235,10
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),INDUSTRIAL,3,1,1,893,18.75
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR &VINAYAK NGR (GRP-M),GENERAL PURPOSE,7,1,1,378,22
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,GEETA NGR&NAGJEVAN NGR (GRP-A),DOMESTIC,1,3,3,672,13.4
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,HANUMAN TEMPLE 2 (GRP-B),GENERAL PURPOSE,7,1,1,0,7
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,IDA - BALANAGAR (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,1,1,808,25
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,KALYAN NAGAR (GRP-B),DOMESTIC,1,6,6,1395,26
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,2,2,129,16.22
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR (GRP-M),INDUSTRIAL,3,3,3,770,108
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,RAJIV GANDHI NAGAR (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,2,2,695,20
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,RAJU COLONY (GRP-A),DOMESTIC,1,2,2,671,8
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,SAI NAGAR (GRP-B),DOMESTIC,1,2,2,389,13
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,SHAKTI PEETAM (GRP-A),NON-DOMESTIC AND COMMERCIAL,2,2,2,690,10
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,SHAKTI PEETAM (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,2,2,1636,44.57
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,TIE - BALANAGAR (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,3,3,4835,124
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,VINAYAK NAGAR (GRP-A),DOMESTIC,1,4,4,1170,21
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,CHINTAL (GRP-M),DOMESTIC,1,16,16,5701,92
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,CHINTAL (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,3,3,1407,66
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,CIE GANDHI NAGAR-I (GRP-M),DOMESTIC,1,3,3,1224,22
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,"CIE,GANDHINAGAR-II (GRP-M)",DOMESTIC,1,5,5,911,20
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,I.D.A. KUKATPALLY (GRP-M),DOMESTIC,1,3,3,612,14
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,I.D.A. KUKATPALLY (GRP-M),INDUSTRIAL,3,4,4,1976,189.75
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,RR NAGAR & PS COLONY (GRP-M),DOMESTIC,1,14,14,3235,65.5
SECUNDERABAD,BOWENPALLY,RR NAGAR,RANGA REDDY NAGAR,RR NAGAR & PS COLONY (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,2,2,2562,60
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,LALLAGUDA,C T METERS,NON-DOMESTIC AND COMMERCIAL,2,2,2,2357,86
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,LALLAGUDA,C T METERS,GENERAL PURPOSE,7,1,1,4869,99.76
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,LALLAGUDA,GRC HV LALLAGUDA,DOMESTIC,1,75,75,23742,377.94
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,LALLAGUDA,GRC HV LALLAGUDA,NON-DOMESTIC AND COMMERCIAL,2,7,7,1849,117
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,LALLAGUDA,GRC HV LALLAGUDA,GENERAL PURPOSE,7,2,2,10,10
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PADMARAO NAGAR,ABHINAVA NAGAR(N),DOMESTIC,1,1,1,1018,30
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PADMARAO NAGAR,BROOK BOND COLONY,DOMESTIC,1,1,1,0,6
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PADMARAO NAGAR,C T METERS,DOMESTIC,1,5,5,9777,169
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PADMARAO NAGAR,C T METERS,NON-DOMESTIC AND COMMERCIAL,2,5,5,5228,223
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PADMARAO NAGAR,GRC HV PADMARAO NAGAR,DOMESTIC,1,66,66,19572,338.47
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,APIE-CT METER (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,2,2,751,59
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,APIE-CT METER (GRP-M),INDUSTRIAL,3,1,1,1120,37.5
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,CIE-CT METER (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,1,1,702,50
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,FATHE NGR GRC-2  (GRP-M),DOMESTIC,1,7,7,1713,32.7
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,FATHENGR NAVATA TRNSPRT(GRP-M),DOMESTIC,1,1,1,118,3.3
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,FATHENGR NAVATA TRNSPRT(GRP-M),NON-DOMESTIC AND COMMERCIAL,2,2,2,162,20
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,PIPELINE ROAD FEEDER (GRP-M),DOMESTIC,1,1,1,98,3
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,SIFCO FEEDER (GRP-M),DOMESTIC,1,2,2,619,9.3
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,SIFCO FEEDER (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,1,1,257,4
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,SVCIE INDUSTRIAL (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,1,1,0,15
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,SVCIE-CT METER (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,2,2,1110,80
SECUNDERABAD,BOWENPALLY,BALANAGAR,BALANAGAR,SVCIE-CT METER (GRP-M),INDUSTRIAL,3,2,2,6,82.5
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,FEROZGUDA  GRC (GRP-M),DOMESTIC,1,7,7,1990,38
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,FEROZGUDA  GRC (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,2,2,153,17
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,GOUTHAM NAGAR  GRC (GRP-M),DOMESTIC,1,2,2,282,8
SECUNDERABAD,BOWENPALLY,BALANAGAR,FEROZEGUDA,GOUTHAM NAGAR  GRC (GRP-M),NON-DOMESTIC AND COMMERCIAL,2,3,3,1698,36
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PADMARAO NAGAR,GRC HV PADMARAO NAGAR,NON-DOMESTIC AND COMMERCIAL,2,12,12,4494,109
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PADMARAO NAGAR,GRC HV PADMARAO NAGAR,GENERAL PURPOSE,7,2,2,0,9
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PARSIGUTTA,C T METER,NON-DOMESTIC AND COMMERCIAL,2,2,2,1984,73
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,PARSIGUTTA,GRC HV PARSIGUTTA,DOMESTIC,1,20,20,6353,109.5
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,S F MANDI,CT METERS,GENERAL PURPOSE,7,1,1,0,31
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,S F MANDI,GRC HV S F MANDI,DOMESTIC,1,32,32,9756,154.84
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,S F MANDI,GRC HV S F MANDI,NON-DOMESTIC AND COMMERCIAL,2,4,4,1715,26
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,S F MANDI,GRC HV S F MANDI,GENERAL PURPOSE,7,2,2,1712,39
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,"AYYAPPASWAMY TEMPLE,METTUGUDA",GENERAL PURPOSE,7,1,1,869,10
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,C T METERS,DOMESTIC,1,3,3,2184,55
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,C T METERS,NON-DOMESTIC AND COMMERCIAL,2,3,3,2108,62
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GOKUL NAGAR,DOMESTIC,1,1,1,615,10
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GOKUL NAGAR,NON-DOMESTIC AND COMMERCIAL,2,1,1,307,5
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GRC HV TARNAKA,DOMESTIC,1,128,128,41291,665.45
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,GRC HV TARNAKA,NON-DOMESTIC AND COMMERCIAL,2,3,3,702,37
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,HIMATHALI BAGH,DOMESTIC,1,1,1,610,5
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,NAGARJUNA NAGAR(WEST),DOMESTIC,1,1,1,0,10
SECUNDERABAD,PARADISE,PADMA RAO NAGAR,TARNAKA,ST.ANNS SCHOOL AREA,DOMESTIC,1,2,2,641,10.2
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL RURAL,AKNOOR,GENERAL PURPOSE,7,1,1,32,2
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,ANGADI BAZAR AREA,NON-DOMESTIC AND COMMERCIAL,2,1,1,396,7
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,CHERIAL (A),DOMESTIC,1,1,1,176,4
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,CHERIAL (A),NON-DOMESTIC AND COMMERCIAL,2,1,1,933,30
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,CHERIAL (HQ),DOMESTIC,1,1,1,79,3
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,CHERIAL (HQ),NON-DOMESTIC AND COMMERCIAL,2,2,2,556,25
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,CHERIAL (HQ),GENERAL PURPOSE,7,1,1,3186,50
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,CHUCHANAKOTA ROAD,DOMESTIC,1,1,1,13,3
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,GANDHI STATUE AREA,DOMESTIC,1,1,1,333,3
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,GANDHI STATUE AREA,INDUSTRIAL,3,1,1,414,8.04
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,GUNTURPALLI,DOMESTIC,1,3,3,1533,15
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,SRI NAGAR COLONY,DOMESTIC,1,2,2,856,8
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,SRI NAGAR COLONY,INDUSTRIAL,3,1,1,947,10.5
SIDDIPET,HUSNABAD,CHERIYAL,CHERIYAL TOWN,VECHARANI,NON-DOMESTIC AND COMMERCIAL,2,1,1,101,20
SIDDIPET,HUSNABAD,CHERIYAL,DHOOLMITTA,DHULMITTA,DOMESTIC,1,1,1,239,3
SIDDIPET,HUSNABAD,CHERIYAL,DHOOLMITTA,DHULMITTA,GENERAL PURPOSE,7,1,1,21,2.48
SIDDIPET,HUSNABAD,CHERIYAL,KOMURAVELLY,GURAVANNA PETA,DOMESTIC,1,2,2,504,6
SIDDIPET,HUSNABAD,CHERIYAL,KOMURAVELLY,KOMARAVALLI,DOMESTIC,1,1,1,640,5
SIDDIPET,HUSNABAD,CHERIYAL,KOMURAVELLY,KOMARAVALLI,INDUSTRIAL,3,1,1,1154,34.5
SIDDIPET,HUSNABAD,CHERIYAL,KOMURAVELLY,MARRIMUCHALA,DOMESTIC,1,2,2,546,6
SIDDIPET,HUSNABAD,CHERIYAL,KOMURAVELLY,RAMSAGAR,DOMESTIC,1,1,1,229,3
SIDDIPET,HUSNABAD,CHERIYAL,MADDUR(CHRL),GAGILLAPUR,GENERAL PURPOSE,7,1,1,29,2
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,BALAJI TALKIS,DOMESTIC,1,18,18,6422,68.2
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,BALAJI TALKIS,NON-DOMESTIC AND COMMERCIAL,2,3,3,865,15.8
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,BANGLOW VENKATAPOOR,NON-DOMESTIC AND COMMERCIAL,2,2,2,0,10
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,BANGLOW VENKATAPOOR,GENERAL PURPOSE,7,1,1,0,3
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,BAYYARAM,NON-DOMESTIC AND COMMERCIAL,2,2,2,0,10
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,BEJGAM,NON-DOMESTIC AND COMMERCIAL,2,2,2,179,10
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,BEJGAM,GENERAL PURPOSE,7,1,1,1,3
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,COURT AREA,DOMESTIC,1,10,10,4366,43.3
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,D.R.PALLY,DOMESTIC,1,1,1,334,3
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,D.R.PALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2,0,10
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,ERO OFFICE AREA,DOMESTIC,1,6,6,2188,25
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,GAJWEL,DOMESTIC,1,20,20,6141,85
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,GAJWEL,NON-DOMESTIC AND COMMERCIAL,2,16,16,10583,345
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,GAJWEL,GENERAL PURPOSE,7,3,3,1293,99
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,GIRIPALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2,0,10
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,GODAM AREA,DOMESTIC,1,8,8,3534,37.2
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,GODAM AREA,NON-DOMESTIC AND COMMERCIAL,2,1,1,625,6.7
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,INDIRA PARK,DOMESTIC,1,4,4,1908,17
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,JALIGAMA,NON-DOMESTIC AND COMMERCIAL,2,2,2,1,10
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,JALIGAMA,GENERAL PURPOSE,7,1,1,0,3
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,KOMATI BANDA,NON-DOMESTIC AND COMMERCIAL,2,2,2,0,10
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,KYASARAM,DOMESTIC,1,2,2,571,7.24
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,LAXMIPRASANNA,DOMESTIC,1,12,12,3618,44.2
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,MAKTA MASANPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,0,5
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,MAKTA MASANPALLY,GENERAL PURPOSE,7,1,1,0,5
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,MUTRAJPALLY,DOMESTIC,1,1,1,349,3
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,PIDCHED ROAD,DOMESTIC,1,12,12,4541,53.25
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,SC COLONY,DOMESTIC,1,3,3,1066,11
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,SC COLONY,NON-DOMESTIC AND COMMERCIAL,2,1,1,322,4
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,TOOPRAN ROAD,DOMESTIC,1,7,7,2334,25
SIDDIPET,GAJWEL,GAJWEL,GAJWEL,TVS GALLI,DOMESTIC,1,21,21,8307,85.5
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,ALLIRAJPET,NON-DOMESTIC AND COMMERCIAL,2,1,1,481,7
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,CHATLEPALLY,NON-DOMESTIC AND COMMERCIAL,2,1,1,370,4
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,GOLLAPALLY,DOMESTIC,1,3,3,622,9
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,JAGDEVPUR,DOMESTIC,1,5,5,1093,21
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,JAGDEVPUR,NON-DOMESTIC AND COMMERCIAL,2,1,1,200,25
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,NABI NAGAR,DOMESTIC,1,1,1,172,3
SIDDIPET,GAJWEL,GAJWEL,JAGDEVPUR,TIGUL,DOMESTIC,1,1,1,795,35
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,AHAMADIPUR,NON-DOMESTIC AND COMMERCIAL,2,5,5,785,26
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,AHAMADIPUR,GENERAL PURPOSE,7,1,1,1,3
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,AKKARAM,NON-DOMESTIC AND COMMERCIAL,2,2,2,87,10
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,ANANTHRAO PALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2,94,10
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,BURUGUPALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2,1,10
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,BURUGUPALLY,GENERAL PURPOSE,7,1,1,1,3
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,DACHARAM,NON-DOMESTIC AND COMMERCIAL,2,2,2,157,10
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,DATHARPALLY,NON-DOMESTIC AND COMMERCIAL,2,2,2,962,10
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,DILALPUR,NON-DOMESTIC AND COMMERCIAL,2,2,2,98,10
SIDDIPET,GAJWEL,GAJWEL,PREGNAPUR,KODAKANDLA,NON-DOMESTIC AND COMMERCIAL,2,3,3,259,25
